Date,Received,Sent,Total,Dial-up
2012-04-01,17594529087,8134732791,25729261878,0
2012-03-31,38721747701,5493634332,44215382033,0
2012-03-30,3253701208,1145811901,4399513109,0
2012-03-29,6874095906,1135002377,8009098283,0
2012-03-28,5980953370,690890901,6671844271,0
2012-03-27,3394978714,3465885014,6860863728,0
2012-03-26,3770502550,551535929,4322038479,0
2012-03-25,1173639626,247787920,1421427546,0
2012-03-24,1029983446,1764759567,2794743013,0
2012-03-23,6218340836,596590868,6814931704,0
2012-03-22,9099519224,732451272,9831970496,0
2012-03-21,3634517703,2504316233,6138833936,0
2012-03-20,2160104559,8329155393,10489259952,0
2012-03-19,4594981025,8230828718,12825809743,0
2012-03-18,4057439528,10533133510,14590573038,0
2012-03-17,1593777138,8804624543,10398401681,0
2012-03-16,6319206753,10334364513,16653571266,0
2012-03-15,62334818333,5653265847,67988084180,0
2012-03-14,16683808937,2173669761,18857478698,0
2012-03-13,9472300577,1921490763,11393791340,0
2012-03-12,9222962049,999719317,10222681366,0
2012-03-11,34302734315,551949701,34854684016,0
2012-03-10,3226013640,885151822,4111165462,0
2012-03-09,17836833237,2108182268,19945015505,0
2012-03-08,15619879376,1854562313,17474441689,0
2012-03-07,24601017126,1379210034,25980227160,0
2012-03-06,6574083328,1669534979,8243618307,0
2012-03-05,6093652247,1041756218,7135408465,0
2012-03-04,4824124699,164901418,4989026117,0
2012-03-03,7129538428,1760533189,8890071617,0
2012-03-02,13311124724,947966705,14259091429,0
2012-03-01,11957987085,2701999561,14659986646,0
2012-02-29,11907406173,519735857,12427142030,0
2012-02-28,10426767495,3218653123,13645420618,0
2012-02-27,5013784091,143651537,5157435628,0
2012-02-26,9515343550,1340241170,10855584720,0
2012-02-25,10160953033,1012519983,11173473016,0
2012-02-24,13579475418,2280752918,15860228336,0
2012-02-23,15278577845,7196014288,22474592133,0
2012-02-22,4080727027,543506672,4624233699,0
2012-02-21,9613131980,897007336,10510139316,0
2012-02-20,4328053368,1134438149,5462491517,0
2012-02-19,3195583162,119009681,3314592843,0
2012-02-18,8850672330,3618572354,12469244684,0
2012-02-17,9996173128,2814155689,12810328817,0
2012-02-16,7903136855,372049427,8275186282,0
2012-02-15,11411339373,565744128,11977083501,0
2012-02-14,9237329580,2624163631,11861493211,0
2012-02-13,11680443928,3186225138,14866669066,0
2012-02-12,5653783657,1820746214,7474529871,0
2012-02-11,10397500853,1692232655,12089733508,0
2012-02-10,11801678742,2382745569,14184424311,0
2012-02-09,8700005843,7038211291,15738217134,0
2012-02-08,12385141483,176655004,12561796487,0
2012-02-07,11988618278,3060555956,15049174234,0
2012-02-06,10612992418,719903009,11332895427,0
2012-02-05,3906204556,117591721,4023796277,0
2012-02-04,4138772127,2895703850,7034475977,0
2012-02-03,8017150420,1887043037,9904193457,0
2012-02-02,15728067070,1018987107,16747054177,0
2012-02-01,9806704778,3413190672,13219895450,0
2012-01-31,2362585035,765973403,3128558438,0
2012-01-30,12558202977,2103953116,14662156093,0
2012-01-29,12287980300,6478368910,18766349210,0
2012-01-28,13661778485,3917205169,17578983654,0
2012-01-27,19028506612,1808215695,20836722307,0
2012-01-26,6884899510,591409152,7476308662,0
2012-01-25,12764143866,2894465866,15658609732,0
2012-01-24,10254882641,3798631181,14053513822,0
2012-01-23,14062383536,352769481,14415153017,0
2012-01-22,7264434323,82954153,7347388476,0
2012-01-21,11028434616,5105948545,16134383161,0
2012-01-20,11162806732,1916688343,13079495075,0
2012-01-19,7539984825,775249237,8315234062,0
2012-01-18,3698303545,484664908,4182968453,0
2012-01-17,7073600040,1123160071,8196760111,0
2012-01-16,8013347564,934206319,8947553883,0
2012-01-15,8637795265,696897813,9334693078,0
2012-01-14,4137181822,2864487584,7001669406,0
2012-01-13,12396798473,1565742049,13962540522,0
2012-01-12,12439566716,1060596314,13500163030,0
2012-01-11,11902317568,505366646,12407684214,0
2012-01-10,24660855376,1398084517,26058939893,0
2012-01-09,23229570420,3332266567,26561836987,0
2012-01-08,5630170143,62756199,5692926342,0
2012-01-07,1946256713,5444379884,7390636597,0
2012-01-06,5941187179,7369221902,13310409081,0
2012-01-05,5157336492,8445925528,13603262020,0
2012-01-04,11068366243,8408602336,19476968579,0
2012-01-03,44919479636,5953425281,50872904917,0
2012-01-02,18218038507,2057414132,20275452639,0
2012-01-01,22787297203,3628160665,26415457868,0
2011-12-31,14267001334,2560423191,16827424525,0
2011-12-30,10510734046,5483976306,15994710352,0
2011-12-29,15712493242,4935857839,20648351081,0
2011-12-28,23647567721,7301775591,30949343312,0
2011-12-27,12818799327,8241293175,21060092502,0
2011-12-26,17172089013,7997235435,25169324448,0
2011-12-25,55089418765,7345437494,62434856259,0
2011-12-24,17104610003,8391964670,25496574673,0
2011-12-23,31362243621,8008275762,39370519383,0
2011-12-22,48262302934,9164565422,57426868356,0
2011-12-21,30683606971,8138375177,38821982148,0
2011-12-20,49956673188,6473021403,56429694591,0
2011-12-19,14749902785,3260553261,18010456046,0
2011-12-18,23321578453,962626413,24284204866,0
2011-12-17,18361948510,3776099706,22138048216,0
2011-12-16,14195590554,5205514500,19401105054,0
2011-12-15,2782183622,6208535086,8990718708,0
2011-12-14,7938443096,5399827520,13338270616,0
2011-12-13,2368209512,6730164989,9098374501,0
2011-12-12,4325753682,6390239728,10715993410,0
2011-12-11,1911246043,6429539133,8340785176,0
2011-12-10,4572650104,6281925582,10854575686,0
2011-12-09,4211287333,4090634407,8301921740,0
2011-12-08,3379184513,3454097795,6833282308,0
2011-12-07,2709881173,6401612734,9111493907,0
2011-12-06,2562020526,5578968869,8140989395,0
2011-12-05,2109083686,3887969317,5997053003,0
2011-12-04,1260030763,5535022760,6795053523,0
2011-12-03,1398674164,3711863668,5110537832,0
2011-12-02,1761163053,3583337132,5344500185,0
2011-12-01,4215554944,4246440020,8461994964,0
2011-11-30,2477126996,5417017360,7894144356,0
2011-11-29,2302009019,3009625316,5311634335,0
2011-11-28,10550255428,5777481717,16327737145,0
2011-11-27,2545490199,6522436782,9067926981,0
2011-11-26,1901819243,2871913955,4773733198,0
2011-11-25,9015661620,6771529402,15787191022,0
2011-11-24,9657377243,2082771399,11740148642,0
2011-11-23,15904311217,3137365121,19041676338,0
2011-11-22,9093066026,1661398957,10754464983,0
2011-11-21,9862480428,3256113726,13118594154,0
2011-11-20,4469698398,138671604,4608370002,0
2011-11-19,0,0,0,0
2011-11-18,0,0,0,0
2011-11-17,0,0,0,0
2011-11-16,0,0,0,0
2011-11-15,0,0,0,0
2011-11-14,0,0,0,0
2011-11-13,0,0,0,0
2011-11-12,0,0,0,0
2011-11-11,0,0,0,0
2011-11-10,0,0,0,0
2011-11-09,0,0,0,0
2011-11-08,0,0,0,0
2011-11-07,0,0,0,0
2011-11-06,0,0,0,0
2011-11-05,0,0,0,0
2011-11-04,0,0,0,0
2011-11-03,0,0,0,0
2011-11-02,0,0,0,0
2011-11-01,0,0,0,0
2011-10-31,0,0,0,0
2011-10-30,1066911657,92005899,1158917556,0
2011-10-29,2632958481,1657248604,4290207085,0
2011-10-28,2696040818,2435017155,5131057973,0
2011-10-27,1049546745,916103510,1965650255,0
2011-10-26,766456090,983950784,1750406874,0
2011-10-25,1655802345,3001584947,4657387292,0
2011-10-24,5763573602,6889860309,12653433911,0
2011-10-23,7894871934,7654926642,15549798576,0
2011-10-22,6269491210,4308460314,10577951524,0
2011-10-21,3779943683,1847556025,5627499708,0
2011-10-20,2036194014,5213708432,7249902446,0
2011-10-19,2815828355,4168521867,6984350222,0
2011-10-18,3135925944,1850720738,4986646682,0
2011-10-17,704183655,2711731403,3415915058,0
2011-10-16,1518758093,7361105024,8879863117,0
2011-10-15,5720565900,8087116886,13807682786,0
2011-10-14,23906327119,5840852213,29747179332,0
2011-10-13,1233616572,631067153,1864683725,0
2011-10-12,2472827291,1360400555,3833227846,0
2011-10-11,1398423228,979553308,2377976536,0
2011-10-10,2484876422,805593700,3290470122,0
2011-10-09,56384488,57967963,114352451,0
2011-10-08,3617619690,3498352713,7115972403,0
2011-10-07,2447614949,2243559544,4691174493,0
2011-10-06,1210106835,90321527,1300428362,0
2011-10-05,1090214789,372803490,1463018279,0
2011-10-04,2108370371,629808377,2738178748,0
2011-10-03,1580520487,1415712589,2996233076,0
2011-10-02,163595276,68821309,232416585,0
2011-10-01,3446163370,2787309707,6233473077,0
2011-09-30,2219397828,1571759387,3791157215,0
2011-09-29,4994514817,1292420490,6286935307,0
2011-09-28,1440132445,223835145,1663967590,0
2011-09-27,3853004712,3304552729,7157557441,0
2011-09-26,2358197187,4313735314,6671932501,0
2011-09-25,1794493697,4635699472,6430193169,0
2011-09-24,3807403032,6053446821,9860849853,0
2011-09-23,6677891759,5527761124,12205652883,0
2011-09-22,4636046051,1172328608,5808374659,0
2011-09-21,2155052674,111706350,2266759024,0
2011-09-20,2301693965,924231342,3225925307,0
2011-09-19,1117707074,532329185,1650036259,0
2011-09-18,611469836,48411761,659881597,0
2011-09-17,1587608733,1016213554,2603822287,0
2011-09-16,1610911067,947235001,2558146068,0
2011-09-15,1999264412,577829654,2577094066,0
2011-09-14,2378346665,995580731,3373927396,0
2011-09-13,10687841574,1040831780,11728673354,0
2011-09-12,9075100970,821622146,9896723116,0
2011-09-11,1414250777,336263440,1750514217,0
2011-09-10,969776306,562853955,1532630261,0
2011-09-09,5639066765,1892681959,7531748724,0
2011-09-08,1467721661,293153190,1760874851,0
2011-09-07,1098884672,502702530,1601587202,0
2011-09-06,276108706,62505208,338613914,0
2011-09-05,1614102230,509844281,2123946511,0
2011-09-04,304391198,65599635,369990833,0
2011-09-03,1567054958,305876211,1872931169,0
2011-09-02,729543758,491179965,1220723723,0
2011-09-01,798954070,4337653666,5136607736,0
2011-08-31,10350870945,3445420892,13796291837,0
2011-08-30,1844487161,697130999,2541618160,0
2011-08-29,1231262950,1109135548,2340398498,0
2011-08-28,764507009,55251933,819758942,0
2011-08-27,138175986,288587176,426763162,0
2011-08-26,2480854687,910997901,3391852588,0
2011-08-25,1932101080,221021236,2153122316,0
2011-08-24,425235741,492402203,917637944,0
2011-08-23,3349852847,838161867,4188014714,0
2011-08-22,1718240592,1028443644,2746684236,0
2011-08-21,387801097,673942593,1061743690,0
2011-08-20,1734346296,256594987,1990941283,0
2011-08-19,1772142541,1558417363,3330559904,0
2011-08-18,464590792,957432753,1422023545,0
2011-08-17,2159427679,1122285954,3281713633,0
2011-08-16,2710324661,1590535002,4300859663,0
2011-08-15,1961081625,1565075384,3526157009,0
2011-08-14,2559379107,675777069,3235156176,0
2011-08-13,676324557,85618959,761943516,0
2011-08-12,1900423284,1122509020,3022932304,0
2011-08-11,1254618985,871738192,2126357177,0
2011-08-10,678817138,481714791,1160531929,0
2011-08-09,1698188192,1069989339,2768177531,0
2011-08-08,1791409023,1304231279,3095640302,0
2011-08-07,1063985057,2655853919,3719838976,0
2011-08-06,6178358488,2345206833,8523565321,0
2011-08-05,2754744321,1365898228,4120642549,0
2011-08-04,1563577122,712595316,2276172438,0
2011-08-03,1407215295,592715404,1999930699,0
2011-08-02,2471827823,1234332932,3706160755,0
2011-08-01,3367114583,1956772804,5323887387,0
2011-07-31,1669964857,501517204,2171482061,0
2011-07-30,1582962759,1443190881,3026153640,0
2011-07-29,887190652,478519174,1365709826,0
2011-07-28,750549418,492548134,1243097552,0
2011-07-27,1840076838,517244735,2357321573,0
2011-07-26,1650433470,1301326478,2951759948,0
2011-07-25,3838812691,3551433491,7390246182,0
2011-07-24,964559234,3329095571,4293654805,0
2011-07-23,11838201995,7748838756,19587040751,0
2011-07-22,7808424655,3430326492,11238751147,0
2011-07-21,5256604735,2768973796,8025578531,0
2011-07-20,1633223696,653759508,2286983204,0
2011-07-19,3282899135,1863809020,5146708155,0
2011-07-18,5036913025,3461723234,8498636259,0
2011-07-17,667032717,4045492006,4712524723,0
2011-07-16,6734884739,7789332136,14524216875,0
2011-07-15,3220641237,5839391214,9060032451,0
2011-07-14,1202465353,6674920146,7877385499,0
2011-07-13,7108747485,6835689952,13944437437,0
2011-07-12,3968260675,6901569201,10869829876,0
2011-07-11,1625834017,6864451244,8490285261,0
2011-07-10,2067230761,6824487030,8891717791,0
2011-07-09,1331253185,8430773962,9762027147,0
2011-07-08,2595721834,6958149032,9553870866,0
2011-07-07,1402901367,4495514502,5898415869,0
2011-07-06,1001015369,7546799362,8547814731,0
2011-07-05,402275560,8367408694,8769684254,0
2011-07-04,2592673076,5573701512,8166374588,0
2011-07-03,488587180,7956939825,8445527005,0
2011-07-02,11915271550,8059743173,19975014723,0
2011-07-01,6467121394,7565026974,14032148368,0
2011-06-30,2972870746,7617849396,10590720142,0
2011-06-29,2311039640,7437644578,9748684218,0
2011-06-28,5527374332,8295528393,13822902725,0
2011-06-27,1680230709,8879281840,10559512549,0
2011-06-26,1671651460,8115813944,9787465404,0
2011-06-25,2099141623,8186653704,10285795327,0
2011-06-24,6809021257,7907960279,14716981536,0
2011-06-23,5537222411,7519908120,13057130531,0
2011-06-22,52466676158,6540856363,59007532521,0
2011-06-21,8899869262,7582160861,16482030123,0
2011-06-20,733008626,6690446841,7423455467,0
2011-06-19,1810000233,5361068168,7171068401,0
2011-06-18,2114868527,7317507109,9432375636,0
2011-06-17,1289015200,7627243752,8916258952,0
2011-06-16,2133395711,6697045043,8830440754,0
2011-06-15,15790796799,5435191657,21225988456,0
2011-06-14,4969804479,7638001033,12607805512,0
2011-06-13,4528932323,7307458933,11836391256,0
2011-06-12,7608518825,5536989608,13145508433,0
2011-06-11,1531345998,4018743255,5550089253,0
2011-06-10,1636502264,5931647648,7568149912,0
2011-06-09,2867996293,5824929173,8692925466,0
2011-06-08,2580785673,5854497208,8435282881,0
2011-06-07,1303985551,2875738782,4179724333,0
2011-06-06,589499240,5443511629,6033010869,0
2011-06-05,1118456607,5782940551,6901397158,0
2011-06-04,2396053386,4324538827,6720592213,0
2011-06-03,2209187708,3480070260,5689257968,0
2011-06-02,1391647081,5160105373,6551752454,0
2011-06-01,1280610073,8105122470,9385732543,0
2011-05-31,8998919444,3436052058,12434971502,0
2011-05-30,595528708,1002840804,1598369512,0
2011-05-29,580222812,4709221751,5289444563,0
2011-05-28,969276304,6711346873,7680623177,0
2011-05-27,1279711002,5954063514,7233774516,0
2011-05-26,1484540019,4734295534,6218835553,0
2011-05-25,1823662065,6700902432,8524564497,0
2011-05-24,5578047848,7318837324,12896885172,0
2011-05-23,1654987231,7331073636,8986060867,0
2011-05-22,6544703958,5629390886,12174094844,0
2011-05-21,2793272262,7707595514,10500867776,0
2011-05-20,4640705545,6983377080,11624082625,0
2011-05-19,7650813749,7578263015,15229076764,0
2011-05-18,3239387230,5427137909,8666525139,0
2011-05-17,2520745386,7151373881,9672119267,0
2011-05-16,1658790697,5415743009,7074533706,0
2011-05-15,639202771,4314468333,4953671104,0
2011-05-14,1998170566,6810274761,8808445327,0
2011-05-13,1685807378,7831182520,9516989898,0
2011-05-12,2346908831,7532343080,9879251911,0
2011-05-11,1779412235,7841346935,9620759170,0
2011-05-10,5369582061,6930241796,12299823857,0
2011-05-09,2073542833,4750667221,6824210054,0
2011-05-08,6077659458,6742390932,12820050390,0
2011-05-07,3830520831,7242978606,11073499437,0
2011-05-06,5099243121,7885765604,12985008725,0
2011-05-05,13998499201,7010420746,21008919947,0
2011-05-04,1594923134,4925222639,6520145773,0
2011-05-03,3883494292,7984940177,11868434469,0
2011-05-02,730985367,6836691537,7567676904,0
2011-05-01,1559181381,7535712674,9094894055,0
2011-04-30,32835688864,7331028800,40166717664,0
2011-04-29,71951973840,6591014550,78542988390,0
2011-04-28,96429568370,5406217307,101835785677,0
2011-04-27,5813251271,7206763187,13020014458,0
2011-04-26,2958108548,7821606975,10779715523,0
2011-04-25,14876353336,7803285770,22679639106,0
2011-04-24,58266385620,6757199236,65023584856,0
2011-04-23,28283540742,5923251751,34206792493,0
2011-04-22,9654763504,3390722036,13045485540,0
2011-04-21,1062937843,96181488,1159119331,0
2011-04-20,898051513,108259565,1006311078,0
2011-04-19,2692449786,2063738588,4756188374,0
2011-04-18,2295289112,1280464010,3575753122,0
2011-04-17,3476720267,959609435,4436329702,0
2011-04-16,2893065687,2042862928,4935928615,0
2011-04-15,2137280579,619607344,2756887923,0
2011-04-14,1273360968,706076550,1979437518,0
2011-04-13,1268839566,529926471,1798766037,0
2011-04-12,3705657332,2665206380,6370863712,0
2011-04-11,911090928,694560902,1605651830,0
2011-04-10,789791660,136863109,926654769,0
2011-04-09,1306474884,746610501,2053085385,0
2011-04-08,2354680152,2581423380,4936103532,0
2011-04-07,1653377112,799519448,2452896560,0
2011-04-06,1921273682,1688009508,3609283190,0
2011-04-05,2935189805,2840141137,5775330942,0
2011-04-04,1194423398,687238077,1881661475,0
2011-04-03,853881715,2920252738,3774134453,0
2011-04-02,10611859513,7194220712,17806080225,0
2011-04-01,1502522161,1335538557,2838060718,0
2011-03-31,1336150782,857349407,2193500189,0
2011-03-30,2286746135,784602350,3071348485,0
2011-03-29,4483346614,3698646677,8181993291,0
2011-03-28,621065817,416281885,1037347702,0
2011-03-27,1118940911,103864383,1222805294,0
2011-03-26,3214523811,2299361685,5513885496,0
2011-03-25,1450646454,937086592,2387733046,0
2011-03-24,1266391687,2589747745,3856139432,0
2011-03-23,6150402812,7692003607,13842406419,0
2011-03-22,4039498737,8124463018,12163961755,0
2011-03-21,4313565817,7986086082,12299651899,0
2011-03-20,13332181774,7680500987,21012682761,0
2011-03-19,17352791988,6443972830,23796764818,0
2011-03-18,1952886272,1975182493,3928068765,0
2011-03-17,1199404512,8175705134,9375109646,0
2011-03-16,9788432184,7697190581,17485622765,0
2011-03-15,13201525984,4539697604,17741223588,0
2011-03-14,1239879698,530637027,1770516725,0
2011-03-13,1398803314,1220374953,2619178267,0
2011-03-12,2820979324,2369082040,5190061364,0
2011-03-11,3603243728,1375961347,4979205075,0
2011-03-10,1625961982,6764285898,8390247880,0
2011-03-09,5998620786,3728262770,9726883556,0
2011-03-08,8051224996,3067942471,11119167467,0
2011-03-07,2821128835,1371923236,4193052071,0
2011-03-06,545831292,177156203,722987495,0
2011-03-05,1028837979,348571360,1377409339,0
2011-03-04,2412279637,1971987923,4384267560,0
2011-03-03,2635307331,586304635,3221611966,0
2011-03-02,2295082837,1129186498,3424269335,0
2011-03-01,6635201600,3149606510,9784808110,0
2011-02-28,854801207,268359668,1123160875,0
2011-02-27,530681481,92118041,622799522,0
2011-02-26,1767230760,1392815460,3160046220,0
2011-02-25,7045110666,7335507369,14380618035,0
2011-02-24,2207867482,8035337176,10243204658,0
2011-02-23,3750746319,7749784567,11500530886,0
2011-02-22,17547688167,5037297952,22584986119,0
2011-02-21,2053812749,1692020139,3745832888,0
2011-02-20,593339489,369422274,962761763,0
2011-02-19,7811107200,3268104551,11079211751,0
2011-02-18,6091961636,6379568527,12471530163,0
2011-02-17,5955912341,5604370808,11560283149,0
2011-02-16,4702325868,1139570914,5841896782,0
2011-02-15,2322462397,1360255765,3682718162,0
2011-02-14,1288905916,908904948,2197810864,0
2011-02-13,523338319,67051760,590390079,0
2011-02-12,3410295401,2090123153,5500418554,0
2011-02-11,1440266440,1222777060,2663043500,0
2011-02-10,5960823696,5098265442,11059089138,0
2011-02-09,1468188301,107201247,1575389548,0
2011-02-08,1279780954,878549595,2158330549,0
2011-02-07,1898644047,424070198,2322714245,0
2011-02-06,453423734,95373409,548797143,0
2011-02-05,2509470312,2679737997,5189208309,0
2011-02-04,5038046269,6680166020,11718212289,0
2011-02-03,5253799118,8281285740,13535084858,0
2011-02-02,3628056229,8787420291,12415476520,0
2011-02-01,2055267024,8618995364,10674262388,0
2011-01-31,3570889506,8365830789,11936720295,0
2011-01-30,1712367488,8888795114,10601162602,0
2011-01-29,3451548843,8701355499,12152904342,0
2011-01-28,13627457886,8376658495,22004116381,0
2011-01-27,2083236254,8145223174,10228459428,0
2011-01-26,2460938057,8492749801,10953687858,0
2011-01-25,4599744409,7933619111,12533363520,0
2011-01-24,1467327415,7723534616,9190862031,0
2011-01-23,2300241486,8016115753,10316357239,0
2011-01-22,5083696907,7989528617,13073225524,0
2011-01-21,68964636727,7128823908,76093460635,0
2011-01-20,12607309574,5421312235,18028621809,0
2011-01-19,1390854962,3760169634,5151024596,0
2011-01-18,10896939020,7671173410,18568112430,0
2011-01-17,2810023118,7003245537,9813268655,0
2011-01-16,6510192906,601037424,7111230330,0
2011-01-15,1077737774,872530797,1950268571,0
2011-01-14,1039602717,5845718945,6885321662,0
2011-01-13,1091070444,1911546650,3002617094,0
2011-01-12,2743237698,1145621285,3888858983,0
2011-01-11,1891140679,929087013,2820227692,0
2011-01-10,1507883560,858081966,2365965526,0
2011-01-09,1319007837,967638062,2286645899,0
2011-01-08,1132600126,4779878427,5912478553,0
2011-01-07,2637819554,8082406989,10720226543,0
2011-01-06,938022939,8216341773,9154364712,0
2011-01-05,5766904701,7640381328,13407286029,0
2011-01-04,15221877036,7713883489,22935760525,0
2011-01-03,17843604039,3388373228,21231977267,0
2011-01-02,154418342,55656929,210075271,0
2011-01-01,1140627045,725167274,1865794319,0
2010-12-31,573865009,64483953,638348962,0
2010-12-30,724265563,600518214,1324783777,0
2010-12-29,4482487380,579566718,5062054098,0
2010-12-28,339093437,199102904,538196341,0
2010-12-27,2146817305,1855556518,4002373823,0
2010-12-26,1294933118,85927743,1380860861,0
2010-12-25,1587800006,374690191,1962490197,0
2010-12-24,1380926122,3288476519,4669402641,0
2010-12-23,9613093949,6138934307,15752028256,0
2010-12-22,904636954,400205232,1304842186,0
2010-12-21,518610079,68977253,587587332,0
2010-12-20,866075446,406911959,1272987405,0
2010-12-19,249457141,212080743,461537884,0
2010-12-18,659418826,352494197,1011913023,0
2010-12-17,2626179514,1602696934,4228876448,0
2010-12-16,2146515631,1540702741,3687218372,0
2010-12-15,2599497334,1908394743,4507892077,0
2010-12-14,1712329765,804556310,2516886075,0
2010-12-13,1060242910,728348124,1788591034,0
2010-12-12,969475456,382022659,1351498115,0
2010-12-11,2290494770,1526289993,3816784763,0
2010-12-10,7496497151,5249309239,12745806390,0
2010-12-09,2543905381,7868076367,10411981748,0
2010-12-08,6177109433,8118766457,14295875890,0
2010-12-07,11891447403,2190521491,14081968894,0
2010-12-06,2050837706,725933233,2776770939,0
2010-12-05,1365534773,102872067,1468406840,0
2010-12-04,1343074703,990228494,2333303197,0
2010-12-03,3627621683,3349082698,6976704381,0
2010-12-02,1806715275,1327440517,3134155792,0
2010-12-01,3208594985,2159650797,5368245782,0
2010-11-30,2778329432,1598511723,4376841155,0
2010-11-29,864748166,586245632,1450993798,0
2010-11-28,725532259,73008782,798541041,0
2010-11-27,1258841288,471889472,1730730760,0
2010-11-26,5286713436,4621229935,9907943371,0
2010-11-25,9659781756,7985371454,17645153210,0
2010-11-24,6812002341,8398708924,15210711265,0
2010-11-23,24523698840,8014752881,32538451721,0
2010-11-22,4385482854,7868349112,12253831966,0
2010-11-21,4922752727,6770932376,11693685103,0
2010-11-20,26760360209,6542439839,33302800048,0
2010-11-19,3449784965,3894711858,7344496823,0
2010-11-18,2028966585,1203517636,3232484221,0
2010-11-17,3127213421,2036216579,5163430000,0
2010-11-16,4373351489,5098793473,9472144962,0
2010-11-15,3563662508,7542922966,11106585474,0
2010-11-14,8461284464,6098228151,14559512615,0
2010-11-13,4978647621,6948034206,11926681827,0
2010-11-12,4614170660,7950204746,12564375406,0
2010-11-11,13060974483,7747770073,20808744556,0
2010-11-10,5732435125,6106652146,11839087271,0
2010-11-09,2239952167,4367765423,6607717590,0
2010-11-08,2053358754,1964250628,4017609382,0
2010-11-07,217083405,61403710,278487115,0
2010-11-06,2892822709,2001479591,4894302300,0
2010-11-05,3854060311,3256218641,7110278952,0
2010-11-04,1830059206,746441033,2576500239,0
2010-11-03,1796080578,782928975,2579009553,0
2010-11-02,2591419565,1407439339,3998858904,0
2010-11-01,2034492873,1155660174,3190153047,0
2010-10-31,1490069653,119472927,1609542580,0
2010-10-30,7525964671,922131259,8448095930,0
2010-10-29,2866248913,2444756994,5311005907,0
2010-10-28,1774570960,805051545,2579622505,0
2010-10-27,2786834831,1836006575,4622841406,0
2010-10-26,2856249905,1516069032,4372318937,0
2010-10-25,751048144,271990021,1023038165,0
2010-10-24,397781324,65124706,462906030,0
2010-10-23,1500862793,7072976680,8573839473,0
2010-10-22,2732689578,7527784255,10260473833,0
2010-10-21,8341306845,7297524911,15638831756,0
2010-10-20,18545323078,6645346030,25190669108,0
2010-10-19,1960206823,953325925,2913532748,0
2010-10-18,867866001,264201919,1132067920,0
2010-10-17,1860045441,1029833387,2889878828,0
2010-10-16,590327876,1673402254,2263730130,0
2010-10-15,8212454787,5321341136,13533795923,0
2010-10-14,1328055758,524144489,1852200247,0
2010-10-13,3998947645,2099702723,6098650368,0
2010-10-12,1732030796,2033074796,3765105592,0
2010-10-11,3529826513,2038422286,5568248799,0
2010-10-10,1982992566,128026692,2111019258,0
2010-10-09,1890610801,1375525051,3266135852,0
2010-10-08,5034214068,3568064109,8602278177,0
2010-10-07,2342623837,7047158295,9389782132,0
2010-10-06,4690564765,7670384748,12360949513,0
2010-10-05,19950105329,7244750245,27194855574,0
2010-10-04,2054324062,1140405949,3194730011,0
2010-10-03,425836017,86916606,512752623,0
2010-10-02,6504987253,4317457710,10822444963,0
2010-10-01,1334168903,1214023576,2548192479,0
2010-09-30,2817612222,865612226,3683224448,0
2010-09-29,2506432691,2164418104,4670850795,0
2010-09-28,3212448983,2359299038,5571748021,0
2010-09-27,3305089590,1740385826,5045475416,0
2010-09-26,763934288,728500930,1492435218,0
2010-09-25,2476002170,1715952496,4191954666,0
2010-09-24,4620487701,3017397629,7637885330,0
2010-09-23,1026916346,546721082,1573637428,0
2010-09-22,1678205969,666094901,2344300870,0
2010-09-21,930064416,902981319,1833045735,0
2010-09-20,333544105,206825865,540369970,0
2010-09-19,2082495826,1224392729,3306888555,0
2010-09-18,4605913622,1099921908,5705835530,0
2010-09-17,1531205635,560665761,2091871396,0
2010-09-16,1637496312,506278801,2143775113,0
2010-09-15,2348084970,926938537,3275023507,0
2010-09-14,2894035526,578308380,3472343906,0
2010-09-13,481746720,451503137,933249857,0
2010-09-12,448079795,148751765,596831560,0
2010-09-11,2339444909,1427158860,3766603769,0
2010-09-10,1867068477,665360703,2532429180,0
2010-09-09,1287402036,1024221825,2311623861,0
2010-09-08,1823153693,532313695,2355467388,0
2010-09-07,2818378488,266143719,3084522207,0
2010-09-06,957403253,199433877,1156837130,0
2010-09-05,990787674,6051752678,7042540352,0
2010-09-04,1899035820,8710655858,10609691678,0
2010-09-03,1745497232,8692053758,10437550990,0
2010-09-02,3143518847,7772743790,10916262637,0
2010-09-01,8052373967,7817410625,15869784592,0
2010-08-31,30943611700,3350285713,34293897413,0
2010-08-30,1215978140,2356759280,3572737420,0
2010-08-29,8999077926,6568047004,15567124930,0
2010-08-28,3231065913,4790455697,8021521610,0
2010-08-27,1862161716,7266108850,9128270566,0
2010-08-26,2853610137,5664384375,8517994512,0
2010-08-25,14510657216,5818983738,20329640954,0
2010-08-24,7697878246,2221570773,9919449019,0
2010-08-23,0,0,0,0
2010-08-22,744670971,292870603,1037541574,0
2010-08-21,1920762696,1531955042,3452717738,0
2010-08-20,1915080648,1324619420,3239700068,0
2010-08-19,1985585196,1165216708,3150801904,0
2010-08-18,2564927810,2242159460,4807087270,0
2010-08-17,1122374869,518498051,1640872920,0
2010-08-16,862807856,354677951,1217485807,0
2010-08-15,719836580,128573119,848409699,0
2010-08-14,2326224769,1835994091,4162218860,0
2010-08-13,3257785668,2701569290,5959354958,0
2010-08-12,1570609542,533391990,2104001532,0
2010-08-11,3564034584,3909358229,7473392813,0
2010-08-10,5462736565,3152693514,8615430079,0
